date,description,amount,category,merchant
2024-02-11,POS/BHARAT PETROLEUM CHENNAI,654.0,travel,BHARAT PETROLEUM
2024-02-13,IMPS/284539749950/LANDLORD RENT/BARB,27440.69,rent,LANDLORD RENT
2024-03-05,UPI/HOTEL SAGAR RESTAURANT/636887/ICIC,560.58,food,HOTEL SAGAR RESTAURANT
2024-02-05,UPI/RAHUL SHARMA/DINNER SPLIT/716896,274.8,other,P2P
2024-06-06,POS BARBEQUE NATION,2225.89,food,BARBEQUE NATION
2024-05-29,UPI/DR/145775847457/NIKE STORE/HDFC/nike@paytm,4293.14,shopping,NIKE STORE
2024-01-29,PG*LENSKART*61558108,2753.88,shopping,LENSKART
2024-04-25,PRALUHA BUS ONLINE 94124605,83.38,travel,PRALUHA
2024-03-04,ACH D- PEJO HOSTEL-78047040,26666.78,rent,PEJO
2024-01-06,IMPS/806708987092/APARTMENT ASSOCIATION/HDFC,5826.78,rent,APARTMENT ASSOCIATION
2024-04-09,IMPS/760634942904/CRED RENT PAYMENT/PUNB,31077.62,rent,CRED RENT PAYMENT
2024-06-21,UPI/DR/149392523622/AMAZON PRIME/ICIC/amazon@paytm,1157.26,entertainment,AMAZON PRIME
2024-05-13,BILLPAY/AIRTEL POSTPAID/96257197,401.7,bills,AIRTEL POSTPAID
2024-03-05,ZOMATO ONLINE 01640052,951.09,food,ZOMATO
2024-02-02,UPI/LUHA INSURANCE/317786,6294.01,bills,LUHA
2024-03-30,UPI-PLAYSTATION STORE-playstation@paytm-487396102908,351.45,entertainment,PLAYSTATION STORE
2024-05-07,UPI/BRIPRA BUS/629179/PUNB,3662.87,travel,BRIPRA
2024-03-25,UPI-SOCIETY MAINTENANCE-society@oksbi-618670663201,4173.25,rent,SOCIETY MAINTENANCE
2024-02-21,IMPS/222471193600/NOBROKER RENT PAY/PUNB,38286.71,rent,NOBROKER RENT PAY
2024-05-03,FLIPKART HYDERABAD IN,10701.42,shopping,FLIPKART
2024-03-30,PETO BUS PUNE IN,1301.24,travel,PETO
2024-03-22,NACH/BESCOM ELECTRICITY/13681720,3054.45,bills,BESCOM ELECTRICITY
2024-05-24,POS/DASHA COFFEE PUNE,1104.75,food,DASHA
2024-05-17,UPI/NITIN PATEL/413717,1884.82,other,P2P
2024-04-22,UPI/DR/879508304405/PANTALOONS/HDFC/pantaloons@oksbi,3860.28,shopping,PANTALOONS
2024-03-29,UPI/SHREE SAI SWEETS/231843/ICIC,88.12,food,SHREE SAI SWEETS
2024-04-06,UPI/WESTSIDE/983347,1778.16,shopping,WESTSIDE
2024-04-15,IMPS/513636590504/TOTOKA PG RENT/YESB,12582.27,rent,TOTOKA
2024-06-29,NACH/RASHA ELECTRICITY/42999481,4541.46,bills,RASHA
2024-03-16,UPI/DR/924876230391/WONDERLA/YESB/wonderla@ybl,2925.12,entertainment,WONDERLA
2024-04-04,UPI/NETMEDS/790504/HDFC,442.65,health,NETMEDS
2024-05-07,POS/HANEPRA CLINIC HYDERABAD,2665.72,health,HANEPRA
2024-01-12,UPI/DR/317756900019/BRIPRA TRANSFER/YESB/bripra@ibl,17300.7,other,BRIPRA
2024-04-11,POS/SHAHA DENTAL KOLKATA,838.19,health,SHAHA
2024-02-06,POS MANIPAL HOSPITAL,11967.64,health,MANIPAL HOSPITAL
2024-06-05,UPI/DR/400952242653/GROWW SIP/BARB/groww@oksbi,8026.63,other,GROWW SIP
2024-04-01,UPI/ANNUAL CARD FEE/948993,595.05,other,ANNUAL CARD FEE
2024-01-13,UPI/DR/599747539659/KAVAKA FOOTWEAR/BARB/kavaka@axl,749.03,shopping,KAVAKA
2024-05-23,PG*TATA PLAY*55904610,479.98,bills,TATA PLAY
2024-03-08,UPI/PRACTO CONSULTATION/013480,1001.02,health,PRACTO CONSULTATION
2024-03-19,UPI-JOTO MEDICALS-joto@axl-917732609685,2809.37,health,JOTO
2024-03-25,UPI/NITIN NAIR/DINNER SPLIT/541408,2330.9,other,P2P
2024-05-02,POS/TOTO METRO MUMBAI,415.11,travel,TOTO
2024-03-01,UPI/GANHA TRAVELS/379582/YESB,1368.02,travel,GANHA
2024-04-16,BBPS/VODAFONE IDEA/0151532594,720.12,bills,VODAFONE IDEA
2024-03-28,UPI/MIKA HOSTEL/188079/PUNB,11133.75,rent,MIKA
2024-04-23,UPI/SELF TRANSFER/151817/ICIC,5601.39,other,SELF TRANSFER
2024-04-16,PG*PRACTO CONSULTATION*14911894,370.85,health,PRACTO CONSULTATION
2024-03-30,UPI/BANK CHARGES/465642,574.54,other,BANK CHARGES
2024-01-01,UPI/ATM CASH WITHDRAWAL/622777/BARB,9814.77,other,ATM CASH WITHDRAWAL
2024-06-16,UPI/ANNUAL CARD FEE/240871/HDFC,372.18,other,ANNUAL CARD FEE
2024-02-09,UPI-GST ON CHARGES-gst@oksbi-149802530843,73.42,other,GST ON CHARGES
2024-02-12,UPI/BHARAT PETROLEUM/602908,1526.85,travel,BHARAT PETROLEUM
2024-05-27,ACH D- SOCIETY MAINTENANCE-07399289,2705.16,rent,SOCIETY MAINTENANCE
2024-05-16,UPI-FLIPKART-flipkart@oksbi-484910256258,3877.78,shopping,FLIPKART
2024-06-29,BOOKMYSHOW ONLINE 28270908,659.14,entertainment,BOOKMYSHOW
2024-02-09,UPI/PVR CINEMAS/425064/ICIC,1039.7,entertainment,PVR CINEMAS
2024-02-25,UPI/ZERODHA BROKING/316778,22031.86,other,ZERODHA BROKING
2024-05-17,MYNTRA INTERNET 650237,3979.12,shopping,MYNTRA
2024-04-24,UPI/RANOZI DAIRY/979905/ICIC,1867.81,food,RANOZI
2024-05-31,IMPS/093781460476/CRED RENT PAYMENT/YESB,13362.86,rent,CRED RENT PAYMENT
2024-05-28,AMAZON PAY INDIA INTERNET 126620,4046.25,shopping,AMAZON PAY INDIA
2024-02-14,UPI/DR/998011100051/PVR CINEMAS/KKBK/pvr@paytm,539.0,entertainment,PVR CINEMAS
2024-01-29,UPI/DR/817933554864/AIR INDIA/HDFC/air@ybl,11395.41,travel,AIR INDIA
2024-01-16,UPI/DR/074611399799/PEHAJO JEWELLERS/ICIC/pehajo@ibl,9260.2,shopping,PEHAJO
2024-03-06,PRAKA CAFE PUNE IN,430.82,food,PRAKA
2024-03-09,LENSKART*3710672,927.73,shopping,LENSKART
2024-04-04,NEFT/TOZIJO PG RENT/YESB,26279.63,rent,TOZIJO
2024-01-22,PUMA STORE HYDERABAD IN,1550.26,shopping,PUMA STORE
2024-03-17,UPI/BARBEQUE NATION/409749/SBIN,1811.86,food,BARBEQUE NATION
2024-01-16,UPI/DR LAL PATHLABS/018364,1734.25,health,DR LAL PATHLABS
2024-05-27,PG*MEESHO*77324491,200.76,shopping,MEESHO
2024-03-14,UPI/LIFESTYLE STORES/407034,5122.46,shopping,LIFESTYLE STORES
2024-04-03,UPI/DR/813004169105/HDFC ERGO INSURANCE/SBIN/hdfc@ybl,3294.58,bills,HDFC ERGO INSURANCE
2024-03-13,UPI/AMAZON PAY INDIA/497374/PUNB,1687.58,shopping,AMAZON PAY INDIA
2024-05-08,UPI-SHREE SAI SWEETS-shree@ibl-005184498926,243.7,food,SHREE SAI SWEETS
2024-02-19,UPI/DR/372954585835/RANOZI TIFFIN/PUNB/ranozi@okhdfcbank,127.12,food,RANOZI
2024-04-18,POS 5153 FLIPKART DELHI,1915.02,shopping,FLIPKART
2024-04-10,UPI/BANK CHARGES/349980/YESB,403.92,other,BANK CHARGES
2024-01-20,UPI/MCDONALDS/679740,391.62,food,MCDONALDS
2024-05-25,POS/RELIANCE DIGITAL PUNE,15927.26,shopping,RELIANCE DIGITAL
2024-06-23,PG*TORA GIFTS*48522072,4995.82,shopping,TORA
2024-03-19,UPI/APOLLO PHARMACY/372201/HDFC,719.67,health,APOLLO PHARMACY
2024-03-28,UPI/PRASOJO FUEL/512538/HDFC,5817.89,travel,PRASOJO
2024-03-19,UPI/DR/738168460223/CHAI POINT/KKBK/chai@ibl,87.86,food,CHAI POINT
2024-02-18,UPI/BRIPRA SIP/793980/YESB,397.51,other,BRIPRA
2024-01-15,PRAPENO TAXI*9934460,4342.44,travel,PRAPENO
2024-04-29,UPI/JOVIVI CINEMAS/531602/ICIC,1042.6,entertainment,JOVIVI
2024-03-30,NEFT/NOBROKER RENT PAY/YESB,24412.1,rent,NOBROKER RENT PAY
2024-05-15,ECS HP GAS CYLINDER 067456,1031.46,bills,HP GAS CYLINDER
2024-06-30,UPI-ZOMATO-zomato@oksbi-044369957773,806.45,food,ZOMATO
2024-04-28,BSNL ONLINE 09207115,347.07,bills,BSNL
2024-06-07,UPI/DR/739862214051/MIVITEK DAIRY/SBIN/mivitek@ybl,749.2,food,MIVITEK
2024-06-04,UPI/BMTC BUS PASS/418621,289.06,travel,BMTC BUS PASS
2024-05-14,ACH DEBIT WATER BOARD BILL DEC,219.37,bills,WATER BOARD BILL
2024-06-24,IMPS/122339982159/PEGAN HOSTEL/HDFC,2036.9,rent,PEGAN
2024-05-25,FASTAG RECHARGE INTERNET 187758,500.55,travel,FASTAG RECHARGE
2024-02-19,LOLLAPALOOZA TICKETS INTERNET 281793,8466.98,entertainment,LOLLAPALOOZA TICKETS
2024-05-24,BILLPAY/TATA POWER/44867649,2884.24,bills,TATA POWER
2024-01-31,UPI/PRARALU DIAGNOSTICS/070473/YESB,414.49,health,PRARALU
2024-04-29,DOMINOS PIZZA INTERNET 375564,336.86,food,DOMINOS PIZZA
2024-06-16,POS SHREE SAI SWEETS,234.9,food,SHREE SAI SWEETS
2024-02-17,BBPS/ACT FIBERNET/9255966472,942.94,bills,ACT FIBERNET
2024-02-12,UPI/WATER BOARD BILL/953774/ICIC,153.4,bills,WATER BOARD BILL
2024-04-12,UPI-HP PETROL BUNK-hp@ibl-383959724665,2598.23,travel,HP PETROL BUNK
2024-03-07,UPI/SMAAASH GAMING/003322/KKBK,408.28,entertainment,SMAAASH GAMING
2024-05-22,MILUTEK JEWELLERS ONLINE 30455559,2033.24,shopping,MILUTEK
2024-03-14,POS/MEESHO GURGAON,874.93,shopping,MEESHO
2024-04-27,LOCAL KIRANA STORE KOLKATA IN,188.8,food,LOCAL KIRANA STORE
2024-01-25,AMAZON PAY INDIA ONLINE 26764921,3658.23,shopping,AMAZON PAY INDIA
2024-02-25,UPI/DR/504932664322/ATM CASH WITHDRAWAL/SBIN/atm@oksbi,8264.05,other,ATM CASH WITHDRAWAL
2024-06-09,UPI/SURESH PATEL/PAYMENT/291842,4027.88,other,P2P
2024-03-15,MAX FASHION ONLINE 38458810,1583.41,shopping,MAX FASHION
2024-02-03,UPI/DR/103370089423/DAHAVA STREAMING/UTIB/dahava@ybl,582.98,entertainment,DAHAVA
2024-04-20,UPI/MEERA BOSE/496652,2406.75,other,P2P
2024-04-27,UPI/TATA PLAY/151204/KKBK,863.01,bills,TATA PLAY
2024-06-24,UPI/BSNL/291617,311.61,bills,BSNL
2024-04-19,ACH D- ADANI ELECTRICITY-15948989,4285.0,bills,ADANI ELECTRICITY
2024-02-21,UPI/NITIN RAO/259067,6778.95,other,P2P
2024-02-02,FLIPKART DELHI IN,405.99,shopping,FLIPKART
2024-01-24,UPI/PHARMEASY/830748/ICIC,478.43,health,PHARMEASY
2024-06-06,UPI-LIFESTYLE STORES-lifestyle@ibl-196094097052,5038.7,shopping,LIFESTYLE STORES
2024-03-20,BBPS/ADANI ELECTRICITY/1636560450,2857.14,bills,ADANI ELECTRICITY
2024-02-01,LIFESTYLE STORES*8133170,1878.28,shopping,LIFESTYLE STORES
2024-05-05,UPI/BHARAT PETROLEUM/674338,2699.26,travel,BHARAT PETROLEUM
2024-06-04,UPI/SELF TRANSFER/626838,25526.38,other,SELF TRANSFER
2024-04-13,CROMA ELECTRONICS ONLINE 20563411,57831.01,shopping,CROMA ELECTRONICS
2024-04-24,UPI/SWIGGY/247317,450.04,food,SWIGGY
2024-04-22,UPI/LOLLAPALOOZA TICKETS/677537,2018.75,entertainment,LOLLAPALOOZA TICKETS
2024-06-02,UPI/DIVYA KUMAR/SENT/198444,7166.73,other,P2P
2024-03-23,UPI/SELF TRANSFER/689109/BARB,23403.18,other,SELF TRANSFER
2024-05-26,THYROCARE MUMBAI IN,2481.36,health,THYROCARE
2024-06-14,HP PETROL BUNK DELHI IN,1390.92,travel,HP PETROL BUNK
2024-02-10,UPI/P2A/759514909671/POOJA JOSHI/HDFC,4153.21,other,P2P
2024-06-20,POS/PHARMEASY PUNE,2931.44,health,PHARMEASY
2024-04-28,NEDALU SUPERMARKET*4065474,2325.26,food,NEDALU
2024-01-29,PG*SWIGGY*18227824,191.56,food,SWIGGY
2024-01-31,NEFT-52872099865-FLAT RENT-PUNB,10647.97,rent,FLAT RENT
2024-04-22,UPI/P2A/716991658723/SURESH SHARMA/PUNB,7958.69,other,P2P
2024-02-23,UPI-KALU KITCHEN-kalu@ybl-952889594703,1790.22,food,KALU
2024-02-24,PG*RELIANCE DIGITAL*61476834,52085.04,shopping,RELIANCE DIGITAL
2024-02-08,CULT FIT KOLKATA IN,4467.02,health,CULT FIT
2024-02-15,UPI/NYKAA/724042,633.11,shopping,NYKAA
2024-02-19,UPI/VISION EYE CARE/177633/UTIB,1327.26,health,VISION EYE CARE
2024-06-12,UPI/HDFC ERGO INSURANCE/244654/PUNB,8200.59,bills,HDFC ERGO INSURANCE
2024-01-17,SHAGANLU PREMIUM INTERNET 733784,4677.26,bills,SHAGANLU
2024-04-04,UPI/PVR CINEMAS/350902/KKBK,992.97,entertainment,PVR CINEMAS
2024-05-26,UPI/SMS ALERT CHARGES/971967/HDFC,16.23,other,SMS ALERT CHARGES
2024-05-14,WESTSIDE MUMBAI IN,1867.89,shopping,WESTSIDE
2024-02-17,POS 2112 TEKGANTEK MOVIES CHENNAI,1690.53,entertainment,TEKGANTEK
2024-04-29,POS LIFESTYLE STORES,809.35,shopping,LIFESTYLE STORES
2024-05-07,UPI/VINETO TELECOM/747793,3360.69,bills,VINETO
2024-06-17,STARBUCKS CHENNAI IN,371.74,food,STARBUCKS
2024-02-20,NAMMA METRO INTERNET 170730,596.97,travel,NAMMA METRO
2024-06-03,UPI/ATM CASH WITHDRAWAL/732396/UTIB,542.47,other,ATM CASH WITHDRAWAL
2024-01-05,UPI/ZINERA CAFE/682682/ICIC,1000.96,food,ZINERA
2024-04-24,PG*MINO AIRLINES*58197015,123.26,travel,MINO
2024-06-12,UPI/NOVISO POSTPAID/943632,5706.9,bills,NOVISO
2024-01-28,NACH/SMAAASH GAMING/50105875,798.8,entertainment,SMAAASH GAMING
2024-04-06,UPI/BLINKIT/680589/YESB,426.02,food,BLINKIT
2024-03-08,VIVIHA GAMING ONLINE 28839039,189.22,entertainment,VIVIHA
2024-04-10,UPI/CHEQUE BOOK CHARGES/853207,31.46,other,CHEQUE BOOK CHARGES
2024-02-29,NETFLIX ONLINE 81664969,482.21,entertainment,NETFLIX
2024-04-12,UPI/REDBUS/297374/PUNB,356.6,travel,REDBUS
2024-03-06,POS SOGANVI HOSPITAL,292.48,health,SOGANVI
2024-06-25,UPI/POOJA VERMA/677527,1214.91,other,P2P
2024-05-18,UPI/POOJA DESAI/809838,3387.1,other,P2P
2024-05-08,LOCAL KIRANA STORE ONLINE 80038457,438.8,food,LOCAL KIRANA STORE
2024-03-11,ACH DEBIT STEAM GAMES APR,294.56,entertainment,STEAM GAMES
2024-02-29,ECS HP GAS CYLINDER 211732,931.06,bills,HP GAS CYLINDER
2024-05-27,POS/1MG CHENNAI,2242.33,health,1MG
2024-04-12,UPI/DR/574965990527/GANTO ELECTRICITY/HDFC/ganto@axl,7290.98,bills,GANTO
2024-06-25,NEFT-53648187540-FLAT RENT-SBIN,31878.55,rent,FLAT RENT
2024-01-09,BILLPAY/LUPE TELECOM/92833971,4037.87,bills,LUPE
2024-02-29,BMTC BUS PASS BENGALURU IN,299.5,travel,BMTC BUS PASS
2024-04-07,UPI/DR/935082432625/JOPENO CASH WITHDRAWAL/SBIN/jopeno@axl,16724.71,other,JOPENO
2024-03-04,UPI/DR/887548029335/PESHANO AIRLINES/SBIN/peshano@oksbi,5245.1,travel,PESHANO
2024-06-15,UPI/DEEPAK MENON/252699,1697.69,other,P2P
2024-04-25,UPI/DEEPAK DESAI/PAYMENT/679467,2920.53,other,P2P
2024-04-08,UPI/ACT FIBERNET/326145/UTIB,897.13,bills,ACT FIBERNET
2024-04-18,UPI/1MG/745493,655.12,health,1MG
2024-05-05,UPI-PLAYSTATION STORE-playstation@axl-711222990775,307.38,entertainment,PLAYSTATION STORE
2024-01-22,UPI/ATM CASH WITHDRAWAL/406758/ICIC,1025.45,other,ATM CASH WITHDRAWAL
2024-06-01,POS/NIKE STORE GURGAON,8546.17,shopping,NIKE STORE
2024-05-08,NACH/LIC PREMIUM/05491477,17045.15,bills,LIC PREMIUM
2024-06-05,AIR INDIA HYDERABAD IN,12922.58,travel,AIR INDIA
2024-05-02,UPI/PLAYSTATION STORE/332426/HDFC,2235.93,entertainment,PLAYSTATION STORE
2024-03-18,UPI/VIKRAM VERMA/706990,1660.03,other,P2P
2024-06-18,POS PIZZA HUT,696.93,food,PIZZA HUT
2024-01-28,JIO RECHARGE INTERNET 169500,650.21,bills,JIO RECHARGE
2024-06-19,ECS HOSTEL FEE 919489,4575.1,rent,HOSTEL FEE
2024-02-18,UPI-LOCAL KIRANA STORE-local@okhdfcbank-306046333127,402.7,food,LOCAL KIRANA STORE
2024-06-28,UPI/GST ON CHARGES/830280/YESB,5.27,other,GST ON CHARGES
2024-05-07,UPI/INOX MOVIES/579423/BARB,2029.98,entertainment,INOX MOVIES
2024-05-20,ACH D- TIMEZONE ARCADE-01347789,268.64,entertainment,TIMEZONE ARCADE
2024-03-02,UPI/MORE SUPERMARKET/829456/KKBK,1572.68,food,MORE SUPERMARKET
2024-05-18,BBPS/CREDIT CARD BILL PAYMENT/5481867463,17286.6,bills,CREDIT CARD BILL PAYMENT
2024-05-11,RELIANCE DIGITAL*6715778,3045.24,shopping,RELIANCE DIGITAL
2024-04-04,UPI/DR/712198819277/MEDPLUS/KKBK/medplus@ybl,2193.35,health,MEDPLUS
